day,hour,weather,num_fatalities
Wednesday,12:00pm-12:59pm,Blowing Snow,0
Wednesday,12:00pm-12:59pm,Freezing Rain or Drizzle,0
Wednesday,1:00pm-1:59pm,Clear,147
Wednesday,1:00pm-1:59pm,Rain,11
Wednesday,1:00pm-1:59pm,Sleet or Hail,0
Wednesday,1:00pm-1:59pm,Snow,1
Wednesday,1:00pm-1:59pm,"Fog, Smog, Smoke",0
Wednesday,1:00pm-1:59pm,Severe Crosswinds,0
Wednesday,1:00pm-1:59pm,Other,0
Wednesday,1:00pm-1:59pm,Cloudy,39
Wednesday,1:00pm-1:59pm,Blowing Snow,0
Wednesday,1:00pm-1:59pm,Freezing Rain or Drizzle,0
Wednesday,2:00pm-2:59pm,Clear,175
Wednesday,2:00pm-2:59pm,Rain,16
Wednesday,2:00pm-2:59pm,Sleet or Hail,1
Wednesday,2:00pm-2:59pm,Snow,4
Wednesday,2:00pm-2:59pm,"Fog, Smog, Smoke",1
Wednesday,2:00pm-2:59pm,Severe Crosswinds,1
Wednesday,2:00pm-2:59pm,Other,0
Wednesday,2:00pm-2:59pm,Cloudy,31
Wednesday,2:00pm-2:59pm,Blowing Snow,0
Wednesday,2:00pm-2:59pm,Freezing Rain or Drizzle,0
Wednesday,3:00pm-3:59pm,Clear,185
Wednesday,3:00pm-3:59pm,Rain,17
Wednesday,3:00pm-3:59pm,Sleet or Hail,0
Wednesday,3:00pm-3:59pm,Snow,1
Wednesday,3:00pm-3:59pm,"Fog, Smog, Smoke",1
Wednesday,3:00pm-3:59pm,Severe Crosswinds,3
Wednesday,3:00pm-3:59pm,Other,0
Wednesday,3:00pm-3:59pm,Cloudy,30
Wednesday,3:00pm-3:59pm,Blowing Snow,0
Wednesday,3:00pm-3:59pm,Freezing Rain or Drizzle,0
Wednesday,4:00pm-4:59pm,Clear,173
Wednesday,4:00pm-4:59pm,Rain,13
Wednesday,4:00pm-4:59pm,Sleet or Hail,0
Wednesday,4:00pm-4:59pm,Snow,1
Wednesday,4:00pm-4:59pm,"Fog, Smog, Smoke",0
Wednesday,4:00pm-4:59pm,Severe Crosswinds,0
Wednesday,4:00pm-4:59pm,Other,0
Wednesday,4:00pm-4:59pm,Cloudy,27
Wednesday,4:00pm-4:59pm,Blowing Snow,0
Wednesday,4:00pm-4:59pm,Freezing Rain or Drizzle,0
Wednesday,5:00pm-5:59pm,Clear,190
Wednesday,5:00pm-5:59pm,Rain,13
Wednesday,5:00pm-5:59pm,Sleet or Hail,2
Wednesday,5:00pm-5:59pm,Snow,3
Wednesday,5:00pm-5:59pm,"Fog, Smog, Smoke",0
Wednesday,5:00pm-5:59pm,Severe Crosswinds,0
Wednesday,5:00pm-5:59pm,Other,0
Wednesday,5:00pm-5:59pm,Cloudy,38
Wednesday,5:00pm-5:59pm,Blowing Snow,0
Wednesday,5:00pm-5:59pm,Freezing Rain or Drizzle,1
Wednesday,6:00pm-6:59pm,Clear,175
Wednesday,6:00pm-6:59pm,Rain,27
Wednesday,6:00pm-6:59pm,Sleet or Hail,0
Wednesday,6:00pm-6:59pm,Snow,2
Wednesday,6:00pm-6:59pm,"Fog, Smog, Smoke",0
Wednesday,6:00pm-6:59pm,Severe Crosswinds,0
Wednesday,6:00pm-6:59pm,Other,0
Wednesday,6:00pm-6:59pm,Cloudy,45
Wednesday,6:00pm-6:59pm,Blowing Snow,0
Wednesday,6:00pm-6:59pm,Freezing Rain or Drizzle,0
Wednesday,7:00pm-7:59pm,Clear,207
Wednesday,7:00pm-7:59pm,Rain,16
Wednesday,7:00pm-7:59pm,Sleet or Hail,0
Wednesday,7:00pm-7:59pm,Snow,3
Wednesday,7:00pm-7:59pm,"Fog, Smog, Smoke",0
Wednesday,7:00pm-7:59pm,Severe Crosswinds,1
Wednesday,7:00pm-7:59pm,Other,0
Wednesday,7:00pm-7:59pm,Cloudy,36
Wednesday,7:00pm-7:59pm,Blowing Snow,0
Wednesday,7:00pm-7:59pm,Freezing Rain or Drizzle,0
Wednesday,8:00pm-8:59pm,Clear,166
Wednesday,8:00pm-8:59pm,Rain,25
Wednesday,8:00pm-8:59pm,Sleet or Hail,0
Wednesday,8:00pm-8:59pm,Snow,1
Wednesday,8:00pm-8:59pm,"Fog, Smog, Smoke",3
Wednesday,8:00pm-8:59pm,Severe Crosswinds,0
Wednesday,8:00pm-8:59pm,Other,1
Wednesday,8:00pm-8:59pm,Cloudy,36
Wednesday,8:00pm-8:59pm,Blowing Snow,0
Wednesday,8:00pm-8:59pm,Freezing Rain or Drizzle,0
Wednesday,9:00pm-9:59pm,Clear,166
Wednesday,9:00pm-9:59pm,Rain,10
Wednesday,9:00pm-9:59pm,Sleet or Hail,0
Wednesday,9:00pm-9:59pm,Snow,0
Wednesday,9:00pm-9:59pm,"Fog, Smog, Smoke",1
Wednesday,9:00pm-9:59pm,Severe Crosswinds,0
Wednesday,9:00pm-9:59pm,Other,1
Wednesday,9:00pm-9:59pm,Cloudy,28
Wednesday,9:00pm-9:59pm,Blowing Snow,0
Wednesday,9:00pm-9:59pm,Freezing Rain or Drizzle,0
Wednesday,10:00pm-10:59pm,Clear,151
Wednesday,10:00pm-10:59pm,Rain,7
Wednesday,10:00pm-10:59pm,Sleet or Hail,0
Wednesday,10:00pm-10:59pm,Snow,0
Wednesday,10:00pm-10:59pm,"Fog, Smog, Smoke",1
Wednesday,10:00pm-10:59pm,Severe Crosswinds,0
Wednesday,10:00pm-10:59pm,Other,1
Wednesday,10:00pm-10:59pm,Cloudy,25
Wednesday,10:00pm-10:59pm,Blowing Snow,0
Wednesday,10:00pm-10:59pm,Freezing Rain or Drizzle,0
Wednesday,11:00pm-11:59pm,Clear,124
Wednesday,11:00pm-11:59pm,Rain,13
Wednesday,11:00pm-11:59pm,Sleet or Hail,1
Wednesday,11:00pm-11:59pm,Snow,1
Wednesday,11:00pm-11:59pm,"Fog, Smog, Smoke",2
Wednesday,11:00pm-11:59pm,Severe Crosswinds,0
Wednesday,11:00pm-11:59pm,Other,0
Wednesday,11:00pm-11:59pm,Cloudy,18
Wednesday,11:00pm-11:59pm,Blowing Snow,0
Wednesday,11:00pm-11:59pm,Freezing Rain or Drizzle,0
Thursday,0:00am-0:59am,Clear,107
Thursday,0:00am-0:59am,Rain,5
Thursday,0:00am-0:59am,Sleet or Hail,0
Thursday,0:00am-0:59am,Snow,3
Thursday,0:00am-0:59am,"Fog, Smog, Smoke",1
Thursday,0:00am-0:59am,Severe Crosswinds,0
Thursday,0:00am-0:59am,Other,1
Thursday,0:00am-0:59am,Cloudy,20
Thursday,0:00am-0:59am,Blowing Snow,0
Thursday,0:00am-0:59am,Freezing Rain or Drizzle,0
Thursday,1:00am-1:59am,Clear,87
Thursday,1:00am-1:59am,Rain,7
Thursday,1:00am-1:59am,Sleet or Hail,0
Thursday,1:00am-1:59am,Snow,1
Thursday,1:00am-1:59am,"Fog, Smog, Smoke",2
Thursday,1:00am-1:59am,Severe Crosswinds,0
Thursday,1:00am-1:59am,Other,0
Thursday,1:00am-1:59am,Cloudy,17
Thursday,1:00am-1:59am,Blowing Snow,0
Thursday,1:00am-1:59am,Freezing Rain or Drizzle,0
Thursday,2:00am-2:59am,Clear,85
Thursday,2:00am-2:59am,Rain,8
Thursday,2:00am-2:59am,Sleet or Hail,0
Thursday,2:00am-2:59am,Snow,0
Thursday,2:00am-2:59am,"Fog, Smog, Smoke",1
Thursday,2:00am-2:59am,Severe Crosswinds,0
Thursday,2:00am-2:59am,Other,0
Thursday,2:00am-2:59am,Cloudy,15
Thursday,2:00am-2:59am,Blowing Snow,0
Thursday,2:00am-2:59am,Freezing Rain or Drizzle,0
Thursday,3:00am-3:59am,Clear,75
Thursday,3:00am-3:59am,Rain,3
Thursday,3:00am-3:59am,Sleet or Hail,0
Thursday,3:00am-3:59am,Snow,1
Thursday,3:00am-3:59am,"Fog, Smog, Smoke",5
Thursday,3:00am-3:59am,Severe Crosswinds,0
Thursday,3:00am-3:59am,Other,0
Thursday,3:00am-3:59am,Cloudy,16
Thursday,3:00am-3:59am,Blowing Snow,0
Thursday,3:00am-3:59am,Freezing Rain or Drizzle,0
Thursday,4:00am-4:59am,Clear,59
Thursday,4:00am-4:59am,Rain,6
Thursday,4:00am-4:59am,Sleet or Hail,0
Thursday,4:00am-4:59am,Snow,2
Thursday,4:00am-4:59am,"Fog, Smog, Smoke",1
Thursday,4:00am-4:59am,Severe Crosswinds,1
Thursday,4:00am-4:59am,Other,0
Thursday,4:00am-4:59am,Cloudy,11
Thursday,4:00am-4:59am,Blowing Snow,0
Thursday,4:00am-4:59am,Freezing Rain or Drizzle,0
Thursday,5:00am-5:59am,Clear,110
Thursday,5:00am-5:59am,Rain,13
Thursday,5:00am-5:59am,Sleet or Hail,0
Thursday,5:00am-5:59am,Snow,3
Thursday,5:00am-5:59am,"Fog, Smog, Smoke",4
Thursday,5:00am-5:59am,Severe Crosswinds,0
Thursday,5:00am-5:59am,Other,0
Thursday,5:00am-5:59am,Cloudy,23
Thursday,5:00am-5:59am,Blowing Snow,0
Thursday,5:00am-5:59am,Freezing Rain or Drizzle,0
Thursday,6:00am-6:59am,Clear,120
Thursday,6:00am-6:59am,Rain,17
Thursday,6:00am-6:59am,Sleet or Hail,0
Thursday,6:00am-6:59am,Snow,3
Thursday,6:00am-6:59am,"Fog, Smog, Smoke",5
Thursday,6:00am-6:59am,Severe Crosswinds,0
Thursday,6:00am-6:59am,Other,0
Thursday,6:00am-6:59am,Cloudy,34
Thursday,6:00am-6:59am,Blowing Snow,0
Thursday,6:00am-6:59am,Freezing Rain or Drizzle,0
Thursday,7:00am-7:59am,Clear,122
Thursday,7:00am-7:59am,Rain,14
Thursday,7:00am-7:59am,Sleet or Hail,0
Thursday,7:00am-7:59am,Snow,4
Thursday,7:00am-7:59am,"Fog, Smog, Smoke",3
Thursday,7:00am-7:59am,Severe Crosswinds,0
Thursday,7:00am-7:59am,Other,1
Thursday,7:00am-7:59am,Cloudy,36
Thursday,7:00am-7:59am,Blowing Snow,0
Thursday,7:00am-7:59am,Freezing Rain or Drizzle,0
Thursday,8:00am-8:59am,Clear,89
Thursday,8:00am-8:59am,Rain,17
Thursday,8:00am-8:59am,Sleet or Hail,1
Thursday,8:00am-8:59am,Snow,4
Thursday,8:00am-8:59am,"Fog, Smog, Smoke",1
Thursday,8:00am-8:59am,Severe Crosswinds,0
Thursday,8:00am-8:59am,Other,0
Thursday,8:00am-8:59am,Cloudy,23
Thursday,8:00am-8:59am,Blowing Snow,0
Thursday,8:00am-8:59am,Freezing Rain or Drizzle,0
Thursday,9:00am-9:59am,Clear,102
Thursday,9:00am-9:59am,Rain,11
Thursday,9:00am-9:59am,Sleet or Hail,0
Thursday,9:00am-9:59am,Snow,5
Thursday,9:00am-9:59am,"Fog, Smog, Smoke",1
Thursday,9:00am-9:59am,Severe Crosswinds,0
Thursday,9:00am-9:59am,Other,0
Thursday,9:00am-9:59am,Cloudy,21
Thursday,9:00am-9:59am,Blowing Snow,0
Thursday,9:00am-9:59am,Freezing Rain or Drizzle,0
Thursday,10:00am-10:59am,Clear,99
Thursday,10:00am-10:59am,Rain,10
Thursday,10:00am-10:59am,Sleet or Hail,0
Thursday,10:00am-10:59am,Snow,1
Thursday,10:00am-10:59am,"Fog, Smog, Smoke",0
Thursday,10:00am-10:59am,Severe Crosswinds,1
Thursday,10:00am-10:59am,Other,2
Thursday,10:00am-10:59am,Cloudy,15
Thursday,10:00am-10:59am,Blowing Snow,0
Thursday,10:00am-10:59am,Freezing Rain or Drizzle,0
Thursday,11:00am-11:59am,Clear,129
Thursday,11:00am-11:59am,Rain,8
Thursday,11:00am-11:59am,Sleet or Hail,1
Thursday,11:00am-11:59am,Snow,4
Thursday,11:00am-11:59am,"Fog, Smog, Smoke",0
Thursday,11:00am-11:59am,Severe Crosswinds,0
Thursday,11:00am-11:59am,Other,1
Thursday,11:00am-11:59am,Cloudy,31
Thursday,11:00am-11:59am,Blowing Snow,1
Thursday,11:00am-11:59am,Freezing Rain or Drizzle,0
Thursday,12:00pm-12:59pm,Clear,130
Thursday,12:00pm-12:59pm,Rain,8
Thursday,12:00pm-12:59pm,Sleet or Hail,0
Thursday,12:00pm-12:59pm,Snow,3
Thursday,12:00pm-12:59pm,"Fog, Smog, Smoke",0
Thursday,12:00pm-12:59pm,Severe Crosswinds,0
Thursday,12:00pm-12:59pm,Other,0
Thursday,12:00pm-12:59pm,Cloudy,30
Thursday,12:00pm-12:59pm,Blowing Snow,0
Thursday,12:00pm-12:59pm,Freezing Rain or Drizzle,0
Thursday,1:00pm-1:59pm,Clear,145
Thursday,1:00pm-1:59pm,Rain,11
Thursday,1:00pm-1:59pm,Sleet or Hail,1
Thursday,1:00pm-1:59pm,Snow,1
Thursday,1:00pm-1:59pm,"Fog, Smog, Smoke",0
Thursday,1:00pm-1:59pm,Severe Crosswinds,0
Thursday,1:00pm-1:59pm,Other,0
Thursday,1:00pm-1:59pm,Cloudy,33
Thursday,1:00pm-1:59pm,Blowing Snow,1
Thursday,1:00pm-1:59pm,Freezing Rain or Drizzle,0
Thursday,2:00pm-2:59pm,Clear,156
Thursday,2:00pm-2:59pm,Rain,13
Thursday,2:00pm-2:59pm,Sleet or Hail,0
Thursday,2:00pm-2:59pm,Snow,1
Thursday,2:00pm-2:59pm,"Fog, Smog, Smoke",0
Thursday,2:00pm-2:59pm,Severe Crosswinds,0
Thursday,2:00pm-2:59pm,Other,1
Thursday,2:00pm-2:59pm,Cloudy,47
Thursday,2:00pm-2:59pm,Blowing Snow,0
Thursday,2:00pm-2:59pm,Freezing Rain or Drizzle,0
Thursday,3:00pm-3:59pm,Clear,181
Thursday,3:00pm-3:59pm,Rain,19
Thursday,3:00pm-3:59pm,Sleet or Hail,0
Thursday,3:00pm-3:59pm,Snow,1
Thursday,3:00pm-3:59pm,"Fog, Smog, Smoke",0
Thursday,3:00pm-3:59pm,Severe Crosswinds,2
Thursday,3:00pm-3:59pm,Other,0
Thursday,3:00pm-3:59pm,Cloudy,39
Thursday,3:00pm-3:59pm,Blowing Snow,0
Thursday,3:00pm-3:59pm,Freezing Rain or Drizzle,0
Thursday,4:00pm-4:59pm,Clear,179
Thursday,4:00pm-4:59pm,Rain,18
Thursday,4:00pm-4:59pm,Sleet or Hail,0
Thursday,4:00pm-4:59pm,Snow,2
Thursday,4:00pm-4:59pm,"Fog, Smog, Smoke",0
Thursday,4:00pm-4:59pm,Severe Crosswinds,0
Thursday,4:00pm-4:59pm,Other,0
Thursday,4:00pm-4:59pm,Cloudy,51
Thursday,4:00pm-4:59pm,Blowing Snow,0
Thursday,4:00pm-4:59pm,Freezing Rain or Drizzle,0
Thursday,5:00pm-5:59pm,Clear,179
Thursday,5:00pm-5:59pm,Rain,21
Thursday,5:00pm-5:59pm,Sleet or Hail,2
Thursday,5:00pm-5:59pm,Snow,2
Thursday,5:00pm-5:59pm,"Fog, Smog, Smoke",0
Thursday,5:00pm-5:59pm,Severe Crosswinds,0
Thursday,5:00pm-5:59pm,Other,0
Thursday,5:00pm-5:59pm,Cloudy,40
Thursday,5:00pm-5:59pm,Blowing Snow,0
Thursday,5:00pm-5:59pm,Freezing Rain or Drizzle,0
Thursday,6:00pm-6:59pm,Clear,220
Thursday,6:00pm-6:59pm,Rain,16
Thursday,6:00pm-6:59pm,Sleet or Hail,0
Thursday,6:00pm-6:59pm,Snow,2
Thursday,6:00pm-6:59pm,"Fog, Smog, Smoke",0
Thursday,6:00pm-6:59pm,Severe Crosswinds,0
Thursday,6:00pm-6:59pm,Other,0
Thursday,6:00pm-6:59pm,Cloudy,45
Thursday,6:00pm-6:59pm,Blowing Snow,0
Thursday,6:00pm-6:59pm,Freezing Rain or Drizzle,1
Thursday,7:00pm-7:59pm,Clear,200
Thursday,7:00pm-7:59pm,Rain,17
Thursday,7:00pm-7:59pm,Sleet or Hail,0
Thursday,7:00pm-7:59pm,Snow,2
Thursday,7:00pm-7:59pm,"Fog, Smog, Smoke",1
Thursday,7:00pm-7:59pm,Severe Crosswinds,0
Thursday,7:00pm-7:59pm,Other,0
Thursday,7:00pm-7:59pm,Cloudy,46
Thursday,7:00pm-7:59pm,Blowing Snow,0
Thursday,7:00pm-7:59pm,Freezing Rain or Drizzle,0
Thursday,8:00pm-8:59pm,Clear,179
Thursday,8:00pm-8:59pm,Rain,11
Thursday,8:00pm-8:59pm,Sleet or Hail,0
Thursday,8:00pm-8:59pm,Snow,1
Thursday,8:00pm-8:59pm,"Fog, Smog, Smoke",1
Thursday,8:00pm-8:59pm,Severe Crosswinds,0
Thursday,8:00pm-8:59pm,Other,0
Thursday,8:00pm-8:59pm,Cloudy,44
Thursday,8:00pm-8:59pm,Blowing Snow,0
Thursday,8:00pm-8:59pm,Freezing Rain or Drizzle,1
Thursday,9:00pm-9:59pm,Clear,180
Thursday,9:00pm-9:59pm,Rain,22
Thursday,9:00pm-9:59pm,Sleet or Hail,0
Thursday,9:00pm-9:59pm,Snow,1
Thursday,9:00pm-9:59pm,"Fog, Smog, Smoke",2
Thursday,9:00pm-9:59pm,Severe Crosswinds,0
Thursday,9:00pm-9:59pm,Other,0
Thursday,9:00pm-9:59pm,Cloudy,27
Thursday,9:00pm-9:59pm,Blowing Snow,0
Thursday,9:00pm-9:59pm,Freezing Rain or Drizzle,1
Thursday,10:00pm-10:59pm,Clear,165
Thursday,10:00pm-10:59pm,Rain,20
Thursday,10:00pm-10:59pm,Sleet or Hail,0
Thursday,10:00pm-10:59pm,Snow,1
Thursday,10:00pm-10:59pm,"Fog, Smog, Smoke",1
Thursday,10:00pm-10:59pm,Severe Crosswinds,0
Thursday,10:00pm-10:59pm,Other,0
Thursday,10:00pm-10:59pm,Cloudy,35
Thursday,10:00pm-10:59pm,Blowing Snow,0
Thursday,10:00pm-10:59pm,Freezing Rain or Drizzle,0
Thursday,11:00pm-11:59pm,Clear,163
Thursday,11:00pm-11:59pm,Rain,12
Thursday,11:00pm-11:59pm,Sleet or Hail,0
Thursday,11:00pm-11:59pm,Snow,2
Thursday,11:00pm-11:59pm,"Fog, Smog, Smoke",1
Thursday,11:00pm-11:59pm,Severe Crosswinds,0
Thursday,11:00pm-11:59pm,Other,1
Thursday,11:00pm-11:59pm,Cloudy,21
Thursday,11:00pm-11:59pm,Blowing Snow,0
Thursday,11:00pm-11:59pm,Freezing Rain or Drizzle,0
Friday,0:00am-0:59am,Clear,125
Friday,0:00am-0:59am,Rain,11
Friday,0:00am-0:59am,Sleet or Hail,0
Friday,0:00am-0:59am,Snow,0
Friday,0:00am-0:59am,"Fog, Smog, Smoke",3
Friday,0:00am-0:59am,Severe Crosswinds,1
Friday,0:00am-0:59am,Other,2
Friday,0:00am-0:59am,Cloudy,18
Friday,0:00am-0:59am,Blowing Snow,0
Friday,0:00am-0:59am,Freezing Rain or Drizzle,0
Friday,1:00am-1:59am,Clear,114
Friday,1:00am-1:59am,Rain,9
Friday,1:00am-1:59am,Sleet or Hail,0
Friday,1:00am-1:59am,Snow,2
Friday,1:00am-1:59am,"Fog, Smog, Smoke",2
Friday,1:00am-1:59am,Severe Crosswinds,0
Friday,1:00am-1:59am,Other,0
Friday,1:00am-1:59am,Cloudy,25
Friday,1:00am-1:59am,Blowing Snow,0
Friday,1:00am-1:59am,Freezing Rain or Drizzle,0
Friday,2:00am-2:59am,Clear,115
Friday,2:00am-2:59am,Rain,14
Friday,2:00am-2:59am,Sleet or Hail,0
Friday,2:00am-2:59am,Snow,0
Friday,2:00am-2:59am,"Fog, Smog, Smoke",1
Friday,2:00am-2:59am,Severe Crosswinds,0
Friday,2:00am-2:59am,Other,2
Friday,2:00am-2:59am,Cloudy,26
Friday,2:00am-2:59am,Blowing Snow,0
Friday,2:00am-2:59am,Freezing Rain or Drizzle,0
Friday,3:00am-3:59am,Clear,78
Friday,3:00am-3:59am,Rain,5
Friday,3:00am-3:59am,Sleet or Hail,0
Friday,3:00am-3:59am,Snow,1
Friday,3:00am-3:59am,"Fog, Smog, Smoke",0
Friday,3:00am-3:59am,Severe Crosswinds,0
Friday,3:00am-3:59am,Other,0
Friday,3:00am-3:59am,Cloudy,20
Friday,3:00am-3:59am,Blowing Snow,0
Friday,3:00am-3:59am,Freezing Rain or Drizzle,0
Friday,4:00am-4:59am,Clear,79
Friday,4:00am-4:59am,Rain,12
Friday,4:00am-4:59am,Sleet or Hail,0
Friday,4:00am-4:59am,Snow,1
Friday,4:00am-4:59am,"Fog, Smog, Smoke",3
Friday,4:00am-4:59am,Severe Crosswinds,0
Friday,4:00am-4:59am,Other,0
Friday,4:00am-4:59am,Cloudy,20
Friday,4:00am-4:59am,Blowing Snow,0
Friday,4:00am-4:59am,Freezing Rain or Drizzle,0
Friday,5:00am-5:59am,Clear,116
Friday,5:00am-5:59am,Rain,17
Friday,5:00am-5:59am,Sleet or Hail,0
Friday,5:00am-5:59am,Snow,1
Friday,5:00am-5:59am,"Fog, Smog, Smoke",6
Friday,5:00am-5:59am,Severe Crosswinds,1
Friday,5:00am-5:59am,Other,0
Friday,5:00am-5:59am,Cloudy,34
Friday,5:00am-5:59am,Blowing Snow,0
