day,hour,weather,num_fatalities
Friday,5:00am-5:59am,Freezing Rain or Drizzle,0
Friday,6:00am-6:59am,Clear,124
Friday,6:00am-6:59am,Rain,4
Friday,6:00am-6:59am,Sleet or Hail,0
Friday,6:00am-6:59am,Snow,2
Friday,6:00am-6:59am,"Fog, Smog, Smoke",8
Friday,6:00am-6:59am,Severe Crosswinds,0
Friday,6:00am-6:59am,Other,0
Friday,6:00am-6:59am,Cloudy,39
Friday,6:00am-6:59am,Blowing Snow,0
Friday,6:00am-6:59am,Freezing Rain or Drizzle,0
Friday,7:00am-7:59am,Clear,117
Friday,7:00am-7:59am,Rain,7
Friday,7:00am-7:59am,Sleet or Hail,1
Friday,7:00am-7:59am,Snow,4
Friday,7:00am-7:59am,"Fog, Smog, Smoke",7
Friday,7:00am-7:59am,Severe Crosswinds,0
Friday,7:00am-7:59am,Other,0
Friday,7:00am-7:59am,Cloudy,27
Friday,7:00am-7:59am,Blowing Snow,0
Friday,7:00am-7:59am,Freezing Rain or Drizzle,0
Friday,8:00am-8:59am,Clear,90
Friday,8:00am-8:59am,Rain,14
Friday,8:00am-8:59am,Sleet or Hail,1
Friday,8:00am-8:59am,Snow,2
Friday,8:00am-8:59am,"Fog, Smog, Smoke",1
Friday,8:00am-8:59am,Severe Crosswinds,0
Friday,8:00am-8:59am,Other,0
Friday,8:00am-8:59am,Cloudy,31
Friday,8:00am-8:59am,Blowing Snow,0
Friday,8:00am-8:59am,Freezing Rain or Drizzle,0
Friday,9:00am-9:59am,Clear,104
Friday,9:00am-9:59am,Rain,7
Friday,9:00am-9:59am,Sleet or Hail,0
Friday,9:00am-9:59am,Snow,1
Friday,9:00am-9:59am,"Fog, Smog, Smoke",1
Friday,9:00am-9:59am,Severe Crosswinds,0
Friday,9:00am-9:59am,Other,0
Friday,9:00am-9:59am,Cloudy,23
Friday,9:00am-9:59am,Blowing Snow,1
Friday,9:00am-9:59am,Freezing Rain or Drizzle,0
Friday,10:00am-10:59am,Clear,119
Friday,10:00am-10:59am,Rain,3
Friday,10:00am-10:59am,Sleet or Hail,0
Friday,10:00am-10:59am,Snow,3
Friday,10:00am-10:59am,"Fog, Smog, Smoke",0
Friday,10:00am-10:59am,Severe Crosswinds,0
Friday,10:00am-10:59am,Other,0
Friday,10:00am-10:59am,Cloudy,24
Friday,10:00am-10:59am,Blowing Snow,0
Friday,10:00am-10:59am,Freezing Rain or Drizzle,0
Friday,11:00am-11:59am,Clear,124
Friday,11:00am-11:59am,Rain,12
Friday,11:00am-11:59am,Sleet or Hail,0
Friday,11:00am-11:59am,Snow,1
Friday,11:00am-11:59am,"Fog, Smog, Smoke",0
Friday,11:00am-11:59am,Severe Crosswinds,0
Friday,11:00am-11:59am,Other,1
Friday,11:00am-11:59am,Cloudy,23
Friday,11:00am-11:59am,Blowing Snow,0
Friday,11:00am-11:59am,Freezing Rain or Drizzle,0
Friday,12:00pm-12:59pm,Clear,149
Friday,12:00pm-12:59pm,Rain,13
Friday,12:00pm-12:59pm,Sleet or Hail,0
Friday,12:00pm-12:59pm,Snow,3
Friday,12:00pm-12:59pm,"Fog, Smog, Smoke",1
Friday,12:00pm-12:59pm,Severe Crosswinds,1
Friday,12:00pm-12:59pm,Other,0
Friday,12:00pm-12:59pm,Cloudy,26
Friday,12:00pm-12:59pm,Blowing Snow,0
Friday,12:00pm-12:59pm,Freezing Rain or Drizzle,0
Friday,1:00pm-1:59pm,Clear,150
Friday,1:00pm-1:59pm,Rain,11
Friday,1:00pm-1:59pm,Sleet or Hail,3
Friday,1:00pm-1:59pm,Snow,2
Friday,1:00pm-1:59pm,"Fog, Smog, Smoke",0
Friday,1:00pm-1:59pm,Severe Crosswinds,1
Friday,1:00pm-1:59pm,Other,0
Friday,1:00pm-1:59pm,Cloudy,38
Friday,1:00pm-1:59pm,Blowing Snow,0
Friday,1:00pm-1:59pm,Freezing Rain or Drizzle,0
Friday,2:00pm-2:59pm,Clear,176
Friday,2:00pm-2:59pm,Rain,12
Friday,2:00pm-2:59pm,Sleet or Hail,1
Friday,2:00pm-2:59pm,Snow,4
Friday,2:00pm-2:59pm,"Fog, Smog, Smoke",1
Friday,2:00pm-2:59pm,Severe Crosswinds,2
Friday,2:00pm-2:59pm,Other,0
Friday,2:00pm-2:59pm,Cloudy,39
Friday,2:00pm-2:59pm,Blowing Snow,0
Friday,2:00pm-2:59pm,Freezing Rain or Drizzle,0
Friday,3:00pm-3:59pm,Clear,203
Friday,3:00pm-3:59pm,Rain,20
Friday,3:00pm-3:59pm,Sleet or Hail,0
Friday,3:00pm-3:59pm,Snow,1
Friday,3:00pm-3:59pm,"Fog, Smog, Smoke",0
Friday,3:00pm-3:59pm,Severe Crosswinds,0
Friday,3:00pm-3:59pm,Other,2
Friday,3:00pm-3:59pm,Cloudy,38
Friday,3:00pm-3:59pm,Blowing Snow,0
Friday,3:00pm-3:59pm,Freezing Rain or Drizzle,0
Friday,4:00pm-4:59pm,Clear,239
Friday,4:00pm-4:59pm,Rain,16
Friday,4:00pm-4:59pm,Sleet or Hail,1
Friday,4:00pm-4:59pm,Snow,5
Friday,4:00pm-4:59pm,"Fog, Smog, Smoke",0
Friday,4:00pm-4:59pm,Severe Crosswinds,2
Friday,4:00pm-4:59pm,Other,1
Friday,4:00pm-4:59pm,Cloudy,42
Friday,4:00pm-4:59pm,Blowing Snow,0
Friday,4:00pm-4:59pm,Freezing Rain or Drizzle,0
Friday,5:00pm-5:59pm,Clear,196
Friday,5:00pm-5:59pm,Rain,21
Friday,5:00pm-5:59pm,Sleet or Hail,1
Friday,5:00pm-5:59pm,Snow,2
Friday,5:00pm-5:59pm,"Fog, Smog, Smoke",0
Friday,5:00pm-5:59pm,Severe Crosswinds,0
Friday,5:00pm-5:59pm,Other,0
Friday,5:00pm-5:59pm,Cloudy,50
Friday,5:00pm-5:59pm,Blowing Snow,0
Friday,5:00pm-5:59pm,Freezing Rain or Drizzle,1
Friday,6:00pm-6:59pm,Clear,205
Friday,6:00pm-6:59pm,Rain,18
Friday,6:00pm-6:59pm,Sleet or Hail,1
Friday,6:00pm-6:59pm,Snow,5
Friday,6:00pm-6:59pm,"Fog, Smog, Smoke",1
Friday,6:00pm-6:59pm,Severe Crosswinds,0
Friday,6:00pm-6:59pm,Other,3
Friday,6:00pm-6:59pm,Cloudy,37
Friday,6:00pm-6:59pm,Blowing Snow,0
Friday,6:00pm-6:59pm,Freezing Rain or Drizzle,0
Friday,7:00pm-7:59pm,Clear,199
Friday,7:00pm-7:59pm,Rain,26
Friday,7:00pm-7:59pm,Sleet or Hail,0
Friday,7:00pm-7:59pm,Snow,1
Friday,7:00pm-7:59pm,"Fog, Smog, Smoke",2
Friday,7:00pm-7:59pm,Severe Crosswinds,0
Friday,7:00pm-7:59pm,Other,1
Friday,7:00pm-7:59pm,Cloudy,41
Friday,7:00pm-7:59pm,Blowing Snow,0
Friday,7:00pm-7:59pm,Freezing Rain or Drizzle,0
Friday,8:00pm-8:59pm,Clear,229
Friday,8:00pm-8:59pm,Rain,16
Friday,8:00pm-8:59pm,Sleet or Hail,0
Friday,8:00pm-8:59pm,Snow,6
Friday,8:00pm-8:59pm,"Fog, Smog, Smoke",6
Friday,8:00pm-8:59pm,Severe Crosswinds,0
Friday,8:00pm-8:59pm,Other,1
Friday,8:00pm-8:59pm,Cloudy,50
Friday,8:00pm-8:59pm,Blowing Snow,0
Friday,8:00pm-8:59pm,Freezing Rain or Drizzle,0
Friday,9:00pm-9:59pm,Clear,230
Friday,9:00pm-9:59pm,Rain,24
Friday,9:00pm-9:59pm,Sleet or Hail,0
Friday,9:00pm-9:59pm,Snow,2
Friday,9:00pm-9:59pm,"Fog, Smog, Smoke",5
Friday,9:00pm-9:59pm,Severe Crosswinds,0
Friday,9:00pm-9:59pm,Other,0
Friday,9:00pm-9:59pm,Cloudy,42
Friday,9:00pm-9:59pm,Blowing Snow,1
Friday,9:00pm-9:59pm,Freezing Rain or Drizzle,0
Friday,10:00pm-10:59pm,Clear,211
Friday,10:00pm-10:59pm,Rain,24
Friday,10:00pm-10:59pm,Sleet or Hail,1
Friday,10:00pm-10:59pm,Snow,3
Friday,10:00pm-10:59pm,"Fog, Smog, Smoke",4
Friday,10:00pm-10:59pm,Severe Crosswinds,0
Friday,10:00pm-10:59pm,Other,1
Friday,10:00pm-10:59pm,Cloudy,50
Friday,10:00pm-10:59pm,Blowing Snow,0
Friday,10:00pm-10:59pm,Freezing Rain or Drizzle,0
Friday,11:00pm-11:59pm,Clear,228
Friday,11:00pm-11:59pm,Rain,17
Friday,11:00pm-11:59pm,Sleet or Hail,2
Friday,11:00pm-11:59pm,Snow,0
Friday,11:00pm-11:59pm,"Fog, Smog, Smoke",4
Friday,11:00pm-11:59pm,Severe Crosswinds,1
Friday,11:00pm-11:59pm,Other,1
Friday,11:00pm-11:59pm,Cloudy,48
Friday,11:00pm-11:59pm,Blowing Snow,0
Friday,11:00pm-11:59pm,Freezing Rain or Drizzle,1
Saturday,0:00am-0:59am,Clear,238
Saturday,0:00am-0:59am,Rain,18
Saturday,0:00am-0:59am,Sleet or Hail,0
Saturday,0:00am-0:59am,Snow,5
Saturday,0:00am-0:59am,"Fog, Smog, Smoke",4
Saturday,0:00am-0:59am,Severe Crosswinds,0
Saturday,0:00am-0:59am,Other,0
Saturday,0:00am-0:59am,Cloudy,53
Saturday,0:00am-0:59am,Blowing Snow,0
Saturday,0:00am-0:59am,Freezing Rain or Drizzle,0
Saturday,1:00am-1:59am,Clear,236
Saturday,1:00am-1:59am,Rain,23
Saturday,1:00am-1:59am,Sleet or Hail,2
Saturday,1:00am-1:59am,Snow,1
Saturday,1:00am-1:59am,"Fog, Smog, Smoke",2
Saturday,1:00am-1:59am,Severe Crosswinds,0
Saturday,1:00am-1:59am,Other,1
Saturday,1:00am-1:59am,Cloudy,47
Saturday,1:00am-1:59am,Blowing Snow,0
Saturday,1:00am-1:59am,Freezing Rain or Drizzle,1
Saturday,2:00am-2:59am,Clear,281
Saturday,2:00am-2:59am,Rain,15
Saturday,2:00am-2:59am,Sleet or Hail,0
Saturday,2:00am-2:59am,Snow,8
Saturday,2:00am-2:59am,"Fog, Smog, Smoke",0
Saturday,2:00am-2:59am,Severe Crosswinds,0
Saturday,2:00am-2:59am,Other,0
Saturday,2:00am-2:59am,Cloudy,34
Saturday,2:00am-2:59am,Blowing Snow,0
Saturday,2:00am-2:59am,Freezing Rain or Drizzle,0
Saturday,3:00am-3:59am,Clear,203
Saturday,3:00am-3:59am,Rain,13
Saturday,3:00am-3:59am,Sleet or Hail,0
Saturday,3:00am-3:59am,Snow,1
Saturday,3:00am-3:59am,"Fog, Smog, Smoke",6
Saturday,3:00am-3:59am,Severe Crosswinds,0
Saturday,3:00am-3:59am,Other,0
Saturday,3:00am-3:59am,Cloudy,30
Saturday,3:00am-3:59am,Blowing Snow,0
Saturday,3:00am-3:59am,Freezing Rain or Drizzle,0
Saturday,4:00am-4:59am,Clear,120
Saturday,4:00am-4:59am,Rain,13
Saturday,4:00am-4:59am,Sleet or Hail,0
Saturday,4:00am-4:59am,Snow,2
Saturday,4:00am-4:59am,"Fog, Smog, Smoke",5
Saturday,4:00am-4:59am,Severe Crosswinds,0
Saturday,4:00am-4:59am,Other,1
Saturday,4:00am-4:59am,Cloudy,20
Saturday,4:00am-4:59am,Blowing Snow,1
Saturday,4:00am-4:59am,Freezing Rain or Drizzle,0
Saturday,5:00am-5:59am,Clear,123
Saturday,5:00am-5:59am,Rain,5
Saturday,5:00am-5:59am,Sleet or Hail,0
Saturday,5:00am-5:59am,Snow,4
Saturday,5:00am-5:59am,"Fog, Smog, Smoke",6
Saturday,5:00am-5:59am,Severe Crosswinds,1
Saturday,5:00am-5:59am,Other,1
Saturday,5:00am-5:59am,Cloudy,31
Saturday,5:00am-5:59am,Blowing Snow,0
Saturday,5:00am-5:59am,Freezing Rain or Drizzle,1
Saturday,6:00am-6:59am,Clear,99
Saturday,6:00am-6:59am,Rain,10
Saturday,6:00am-6:59am,Sleet or Hail,0
Saturday,6:00am-6:59am,Snow,2
Saturday,6:00am-6:59am,"Fog, Smog, Smoke",6
Saturday,6:00am-6:59am,Severe Crosswinds,0
Saturday,6:00am-6:59am,Other,1
Saturday,6:00am-6:59am,Cloudy,22
Saturday,6:00am-6:59am,Blowing Snow,0
Saturday,6:00am-6:59am,Freezing Rain or Drizzle,1
Saturday,7:00am-7:59am,Clear,84
Saturday,7:00am-7:59am,Rain,7
Saturday,7:00am-7:59am,Sleet or Hail,1
Saturday,7:00am-7:59am,Snow,2
Saturday,7:00am-7:59am,"Fog, Smog, Smoke",3
Saturday,7:00am-7:59am,Severe Crosswinds,0
Saturday,7:00am-7:59am,Other,1
Saturday,7:00am-7:59am,Cloudy,28
Saturday,7:00am-7:59am,Blowing Snow,0
Saturday,7:00am-7:59am,Freezing Rain or Drizzle,0
Saturday,8:00am-8:59am,Clear,89
Saturday,8:00am-8:59am,Rain,13
Saturday,8:00am-8:59am,Sleet or Hail,0
Saturday,8:00am-8:59am,Snow,1
Saturday,8:00am-8:59am,"Fog, Smog, Smoke",6
Saturday,8:00am-8:59am,Severe Crosswinds,1
Saturday,8:00am-8:59am,Other,0
Saturday,8:00am-8:59am,Cloudy,24
Saturday,8:00am-8:59am,Blowing Snow,0
Saturday,8:00am-8:59am,Freezing Rain or Drizzle,0
Saturday,9:00am-9:59am,Clear,91
Saturday,9:00am-9:59am,Rain,6
Saturday,9:00am-9:59am,Sleet or Hail,1
Saturday,9:00am-9:59am,Snow,1
Saturday,9:00am-9:59am,"Fog, Smog, Smoke",2
Saturday,9:00am-9:59am,Severe Crosswinds,1
Saturday,9:00am-9:59am,Other,0
Saturday,9:00am-9:59am,Cloudy,20
Saturday,9:00am-9:59am,Blowing Snow,0
Saturday,9:00am-9:59am,Freezing Rain or Drizzle,0
Saturday,10:00am-10:59am,Clear,125
Saturday,10:00am-10:59am,Rain,12
Saturday,10:00am-10:59am,Sleet or Hail,0
Saturday,10:00am-10:59am,Snow,2
Saturday,10:00am-10:59am,"Fog, Smog, Smoke",0
Saturday,10:00am-10:59am,Severe Crosswinds,1
Saturday,10:00am-10:59am,Other,1
Saturday,10:00am-10:59am,Cloudy,27
Saturday,10:00am-10:59am,Blowing Snow,0
Saturday,10:00am-10:59am,Freezing Rain or Drizzle,0
Saturday,11:00am-11:59am,Clear,142
Saturday,11:00am-11:59am,Rain,12
Saturday,11:00am-11:59am,Sleet or Hail,1
Saturday,11:00am-11:59am,Snow,3
Saturday,11:00am-11:59am,"Fog, Smog, Smoke",1
Saturday,11:00am-11:59am,Severe Crosswinds,0
Saturday,11:00am-11:59am,Other,1
Saturday,11:00am-11:59am,Cloudy,27
Saturday,11:00am-11:59am,Blowing Snow,0
Saturday,11:00am-11:59am,Freezing Rain or Drizzle,1
Saturday,12:00pm-12:59pm,Clear,140
Saturday,12:00pm-12:59pm,Rain,12
Saturday,12:00pm-12:59pm,Sleet or Hail,0
Saturday,12:00pm-12:59pm,Snow,2
Saturday,12:00pm-12:59pm,"Fog, Smog, Smoke",1
Saturday,12:00pm-12:59pm,Severe Crosswinds,0
Saturday,12:00pm-12:59pm,Other,0
Saturday,12:00pm-12:59pm,Cloudy,29
Saturday,12:00pm-12:59pm,Blowing Snow,0
Saturday,12:00pm-12:59pm,Freezing Rain or Drizzle,0
Saturday,1:00pm-1:59pm,Clear,197
Saturday,1:00pm-1:59pm,Rain,5
Saturday,1:00pm-1:59pm,Sleet or Hail,0
Saturday,1:00pm-1:59pm,Snow,2
Saturday,1:00pm-1:59pm,"Fog, Smog, Smoke",0
Saturday,1:00pm-1:59pm,Severe Crosswinds,0
Saturday,1:00pm-1:59pm,Other,0
Saturday,1:00pm-1:59pm,Cloudy,30
Saturday,1:00pm-1:59pm,Blowing Snow,0
Saturday,1:00pm-1:59pm,Freezing Rain or Drizzle,0
Saturday,2:00pm-2:59pm,Clear,156
Saturday,2:00pm-2:59pm,Rain,7
Saturday,2:00pm-2:59pm,Sleet or Hail,2
Saturday,2:00pm-2:59pm,Snow,4
Saturday,2:00pm-2:59pm,"Fog, Smog, Smoke",1
Saturday,2:00pm-2:59pm,Severe Crosswinds,0
Saturday,2:00pm-2:59pm,Other,0
Saturday,2:00pm-2:59pm,Cloudy,44
Saturday,2:00pm-2:59pm,Blowing Snow,0
Saturday,2:00pm-2:59pm,Freezing Rain or Drizzle,0
Saturday,3:00pm-3:59pm,Clear,212
Saturday,3:00pm-3:59pm,Rain,12
Saturday,3:00pm-3:59pm,Sleet or Hail,1
Saturday,3:00pm-3:59pm,Snow,3
Saturday,3:00pm-3:59pm,"Fog, Smog, Smoke",0
Saturday,3:00pm-3:59pm,Severe Crosswinds,0
Saturday,3:00pm-3:59pm,Other,0
Saturday,3:00pm-3:59pm,Cloudy,35
Saturday,3:00pm-3:59pm,Blowing Snow,0
Saturday,3:00pm-3:59pm,Freezing Rain or Drizzle,0
Saturday,4:00pm-4:59pm,Clear,234
Saturday,4:00pm-4:59pm,Rain,13
Saturday,4:00pm-4:59pm,Sleet or Hail,0
Saturday,4:00pm-4:59pm,Snow,1
Saturday,4:00pm-4:59pm,"Fog, Smog, Smoke",2
Saturday,4:00pm-4:59pm,Severe Crosswinds,2
Saturday,4:00pm-4:59pm,Other,1
Saturday,4:00pm-4:59pm,Cloudy,29
Saturday,4:00pm-4:59pm,Blowing Snow,0
Saturday,4:00pm-4:59pm,Freezing Rain or Drizzle,0
Saturday,5:00pm-5:59pm,Clear,198
Saturday,5:00pm-5:59pm,Rain,28
Saturday,5:00pm-5:59pm,Sleet or Hail,1
Saturday,5:00pm-5:59pm,Snow,2
Saturday,5:00pm-5:59pm,"Fog, Smog, Smoke",0
Saturday,5:00pm-5:59pm,Severe Crosswinds,1
Saturday,5:00pm-5:59pm,Other,0
Saturday,5:00pm-5:59pm,Cloudy,39
Saturday,5:00pm-5:59pm,Blowing Snow,0
Saturday,5:00pm-5:59pm,Freezing Rain or Drizzle,0
Saturday,6:00pm-6:59pm,Clear,257
Saturday,6:00pm-6:59pm,Rain,19
Saturday,6:00pm-6:59pm,Sleet or Hail,3
Saturday,6:00pm-6:59pm,Snow,0
Saturday,6:00pm-6:59pm,"Fog, Smog, Smoke",1
Saturday,6:00pm-6:59pm,Severe Crosswinds,1
Saturday,6:00pm-6:59pm,Other,0
Saturday,6:00pm-6:59pm,Cloudy,43
Saturday,6:00pm-6:59pm,Blowing Snow,0
Saturday,6:00pm-6:59pm,Freezing Rain or Drizzle,0
Saturday,7:00pm-7:59pm,Clear,263
Saturday,7:00pm-7:59pm,Rain,16
Saturday,7:00pm-7:59pm,Sleet or Hail,0
Saturday,7:00pm-7:59pm,Snow,3
Saturday,7:00pm-7:59pm,"Fog, Smog, Smoke",0
Saturday,7:00pm-7:59pm,Severe Crosswinds,0
Saturday,7:00pm-7:59pm,Other,0
Saturday,7:00pm-7:59pm,Cloudy,45
Saturday,7:00pm-7:59pm,Blowing Snow,1
Saturday,7:00pm-7:59pm,Freezing Rain or Drizzle,0
Saturday,8:00pm-8:59pm,Clear,229
Saturday,8:00pm-8:59pm,Rain,22
Saturday,8:00pm-8:59pm,Sleet or Hail,1
Saturday,8:00pm-8:59pm,Snow,2
Saturday,8:00pm-8:59pm,"Fog, Smog, Smoke",3
Saturday,8:00pm-8:59pm,Severe Crosswinds,0
Saturday,8:00pm-8:59pm,Other,1
Saturday,8:00pm-8:59pm,Cloudy,40
Saturday,8:00pm-8:59pm,Blowing Snow,0
Saturday,8:00pm-8:59pm,Freezing Rain or Drizzle,0
Saturday,9:00pm-9:59pm,Clear,240
Saturday,9:00pm-9:59pm,Rain,28
Saturday,9:00pm-9:59pm,Sleet or Hail,0
Saturday,9:00pm-9:59pm,Snow,2
Saturday,9:00pm-9:59pm,"Fog, Smog, Smoke",1
Saturday,9:00pm-9:59pm,Severe Crosswinds,0
Saturday,9:00pm-9:59pm,Other,1
Saturday,9:00pm-9:59pm,Cloudy,40
Saturday,9:00pm-9:59pm,Blowing Snow,0
Saturday,9:00pm-9:59pm,Freezing Rain or Drizzle,0
Saturday,10:00pm-10:59pm,Clear,230
Saturday,10:00pm-10:59pm,Rain,24
Saturday,10:00pm-10:59pm,Sleet or Hail,0
Saturday,10:00pm-10:59pm,Snow,4
Saturday,10:00pm-10:59pm,"Fog, Smog, Smoke",3
Saturday,10:00pm-10:59pm,Severe Crosswinds,0
Saturday,10:00pm-10:59pm,Other,0
Saturday,10:00pm-10:59pm,Cloudy,49
Saturday,10:00pm-10:59pm,Blowing Snow,0
Saturday,10:00pm-10:59pm,Freezing Rain or Drizzle,0
Saturday,11:00pm-11:59pm,Clear,227
Saturday,11:00pm-11:59pm,Rain,20
Saturday,11:00pm-11:59pm,Sleet or Hail,0
Saturday,11:00pm-11:59pm,Snow,4
Saturday,11:00pm-11:59pm,"Fog, Smog, Smoke",2
Saturday,11:00pm-11:59pm,Severe Crosswinds,0
Saturday,11:00pm-11:59pm,Other,2
Saturday,11:00pm-11:59pm,Cloudy,36
Saturday,11:00pm-11:59pm,Blowing Snow,0
Saturday,11:00pm-11:59pm,Freezing Rain or Drizzle,0